id,progressionId,appliesTo,appliesToId,appliesToSubId,formulaParamsId,groupingId,type,value,bonusType,displayInDetail,filterType
10046,20987,39,6,,,0,4,,,true,
10049,20987,40,2,,,0,4,,,true,
10052,20990,38,9131,,,0,4,,,true,
10061,20993,38,9134,,,0,4,,,true,
10070,20996,38,9137,,,0,4,,,true,
10079,20999,38,9140,,,0,4,,,true,
10088,21002,38,9143,,,0,4,,,true,
10097,21005,38,9146,,,0,4,,,true,
10106,21008,38,9149,,,0,4,,,true,
10115,21011,38,9152,,,0,4,,,true,
10124,21014,38,9155,,,0,4,,,true,
10133,21017,38,9158,,,0,4,,,true,
10142,21020,38,9161,,,0,4,,,true,
10151,21023,38,9164,,,0,4,,,true,
10160,21026,38,9167,,,0,4,,,true,
10169,21029,38,9170,,,0,4,,,true,
10178,21032,38,9173,,,0,4,,,true,
10187,21035,38,9176,,,0,4,,,true,
10196,21038,38,9179,,,0,4,,,true,
10205,21041,38,9182,,,0,4,,,true,
10214,21044,38,9185,,,0,4,,,true,
10223,21047,38,9188,,,0,4,,,true,
10226,21047,39,5,,,0,4,,,true,
10229,21047,40,1,,,0,4,,,true,
10232,21050,38,9191,,,0,4,,,true,
10241,21053,38,9194,,,0,4,,,true,
10250,21056,38,9197,,,0,4,,,true,
10259,21059,38,9200,,,0,4,,,true,
10268,21062,38,9203,,,0,4,,,true,
10277,21065,38,9206,,,0,4,,,true,
10286,21068,38,9209,,,0,4,,,true,
10295,21071,38,9212,,,0,4,,,true,
10304,21074,38,9215,,,0,4,,,true,
10313,21077,38,9218,,,0,4,,,true,
10322,21080,38,9221,,,0,4,,,true,
10331,21083,38,9224,,,0,4,,,true,
10340,21086,38,9227,,,0,4,,,true,
10349,21089,38,9230,,,0,4,,,true,
10358,21092,38,9233,,,0,4,,,true,
10367,21095,38,9236,,,0,4,,,true,
10376,21098,38,9239,,,0,4,,,true,
10385,21101,38,9242,,,0,4,,,true,
10394,21104,38,9245,,,0,4,,,true,
10403,21107,38,9248,,,0,4,,,true,
10406,21107,39,5,,,0,4,,,true,
10409,21107,40,1,,,0,4,,,true,
10412,21110,38,9251,,,0,4,,,true,
10421,21113,38,9254,,,0,4,,,true,
10430,21116,38,9257,,,0,4,,,true,
10439,21119,38,9260,,,0,4,,,true,
10448,21122,38,9263,,,0,4,,,true,
10457,21125,38,9266,,,0,4,,,true,
10466,21128,38,9269,,,0,4,,,true,
10475,21131,38,9272,,,0,4,,,true,
10484,21134,38,9275,,,0,4,,,true,
10493,21137,38,9278,,,0,4,,,true,
10502,21140,38,9281,,,0,4,,,true,
10511,21143,38,9284,,,0,4,,,true,
10520,21146,38,9287,,,0,4,,,true,
10529,21149,38,9290,,,0,4,,,true,
10538,21152,38,9293,,,0,4,,,true,
10547,21155,38,9296,,,0,4,,,true,
10556,21158,38,9299,,,0,4,,,true,
10565,21161,38,9302,,,0,4,,,true,
10574,21164,38,9305,,,0,4,,,true,
10583,21167,38,9308,,,0,4,,,true,
10586,21167,39,5,,,0,4,,,true,
10589,21167,40,1,,,0,4,,,true,
10592,21170,38,9311,,,0,4,,,true,
10595,21170,39,5,,,0,4,,,true,
10598,21170,40,1,,,0,4,,,true,
10601,21173,38,9314,,,0,4,,,true,
10604,21173,39,5,,,0,4,,,true,
10607,21173,40,1,,,0,4,,,true,
10610,21176,38,9317,,,0,4,,,true,
10613,21176,39,5,,,0,4,,,true,
10616,21176,40,1,,,0,4,,,true,
10619,21179,38,9320,,,0,4,,,true,
10622,21179,39,5,,,0,4,,,true,
10625,21179,40,1,,,0,4,,,true,
10628,21182,38,9323,,,0,4,,,true,
10631,21182,39,5,,,0,4,,,true,
10634,21182,40,1,,,0,4,,,true,
10637,21185,38,9326,,,0,4,,,true,
10640,21185,39,5,,,0,4,,,true,
10643,21185,40,1,,,0,4,,,true,
10646,21188,38,9329,,,0,4,,,true,
10649,21188,39,5,,,0,4,,,true,
10652,21188,40,1,,,0,4,,,true,
10655,21191,38,9332,,,0,4,,,true,
10658,21191,39,5,,,0,4,,,true,
10661,21191,40,1,,,0,4,,,true,
10664,21194,38,9335,,,0,4,,,true,
10667,21194,39,5,,,0,4,,,true,
10670,21194,40,1,,,0,4,,,true,
10673,21197,38,9338,,,0,4,,,true,
10676,21197,39,5,,,0,4,,,true,
10679,21197,40,1,,,0,4,,,true,
10682,21200,38,9341,,,0,4,,,true,
10685,21200,39,5,,,0,4,,,true,
10688,21200,40,1,,,0,4,,,true,
10691,21203,38,9344,,,0,4,,,true,
10694,21203,39,5,,,0,4,,,true,
10697,21203,40,1,,,0,4,,,true,
10700,21206,38,9347,,,0,4,,,true,
10703,21206,39,5,,,0,4,,,true,
10706,21206,40,1,,,0,4,,,true,
10709,21209,38,9350,,,0,4,,,true,
10712,21209,39,5,,,0,4,,,true,
10715,21209,40,1,,,0,4,,,true,
10718,21212,38,9353,,,0,4,,,true,
10721,21212,39,5,,,0,4,,,true,
10724,21212,40,1,,,0,4,,,true,
10727,21215,38,9356,,,0,4,,,true,
10730,21215,39,5,,,0,4,,,true,
10733,21215,40,1,,,0,4,,,true,
10736,21218,38,9359,,,0,4,,,true,
10739,21218,39,5,,,0,4,,,true,
10742,21218,40,1,,,0,4,,,true,
10745,21221,38,9362,,,0,4,,,true,
10748,21221,39,5,,,0,4,,,true,
10751,21221,40,1,,,0,4,,,true,
10754,21224,38,9365,,,0,4,,,true,
10757,21224,39,5,,,0,4,,,true,
10760,21224,40,1,,,0,4,,,true,
10763,21227,38,9368,,,0,4,,,true,
10766,21227,39,5,,,0,4,,,true,
10769,21227,40,1,,,0,4,,,true,
10772,21230,38,9371,,,0,4,,,true,
10775,21230,39,5,,,0,4,,,true,
10778,21230,40,1,,,0,4,,,true,
10781,21233,38,9374,,,0,4,,,true,
10784,21233,39,5,,,0,4,,,true,
10787,21233,40,1,,,0,4,,,true,
10790,21236,38,9377,,,0,4,,,true,
10793,21236,39,5,,,0,4,,,true,
10796,21236,40,1,,,0,4,,,true,
10799,21239,38,9380,,,0,4,,,true,
10802,21239,39,5,,,0,4,,,true,
10805,21239,40,1,,,0,4,,,true,
10808,21242,38,9383,,,0,4,,,true,
10811,21242,39,5,,,0,4,,,true,
10814,21242,40,1,,,0,4,,,true,
10817,21245,38,9386,,,0,4,,,true,
10820,21245,39,5,,,0,4,,,true,
10823,21245,40,1,,,0,4,,,true,
10826,21248,38,9389,,,0,4,,,true,
10829,21248,39,5,,,0,4,,,true,
10832,21248,40,1,,,0,4,,,true,
10835,21251,38,9392,,,0,4,,,true,
10838,21251,39,5,,,0,4,,,true,
10841,21251,40,1,,,0,4,,,true,
10844,21254,38,9395,,,0,4,,,true,
10847,21254,39,5,,,0,4,,,true,
10850,21254,40,1,,,0,4,,,true,
10853,21257,38,9398,,,0,4,,,true,
10856,21257,39,5,,,0,4,,,true,
10859,21257,40,1,,,0,4,,,true,
10862,21260,38,9401,,,0,4,,,true,
10865,21260,39,5,,,0,4,,,true,
10868,21260,40,1,,,0,4,,,true,
10871,21263,38,9404,,,0,4,,,true,
10874,21263,39,5,,,0,4,,,true,
10877,21263,40,1,,,0,4,,,true,
10880,21266,38,9407,,,0,4,,,true,
10883,21266,39,5,,,0,4,,,true,
10886,21266,40,1,,,0,4,,,true,
10889,21269,38,9470,,,0,4,,,true,
10892,21269,39,4,,,0,4,,,true,
10895,21269,40,1,,,0,4,,,true,
10898,21272,38,9473,,,0,4,,,true,
10907,21275,38,9476,,,0,4,,,true,
10916,21278,38,9479,,,0,4,,,true,
10925,21281,38,9482,,,0,4,,,true,
10934,21284,38,9485,,,0,4,,,true,
10943,21287,38,9488,,,0,4,,,true,
10952,21290,38,9491,,,0,4,,,true,
10961,21293,38,9494,,,0,4,,,true,
10970,21296,38,9497,,,0,4,,,true,
10979,21299,38,9500,,,0,4,,,true,
10988,21302,38,9503,,,0,4,,,true,
10997,21305,38,9506,,,0,4,,,true,
11006,21308,38,9509,,,0,4,,,true,
11015,21311,38,9512,,,0,4,,,true,
11024,21314,38,9515,,,0,4,,,true,
11033,21317,38,9518,,,0,4,,,true,
11042,21320,38,9521,,,0,4,,,true,
11051,21323,38,9524,,,0,4,,,true,
11060,21326,38,9527,,,0,4,,,true,
11069,21329,9,1,,,0,4,0,,false,
11072,21329,31,,,,0,4,0,,false,
11075,21329,41,,,2078,0,4,0.5,,false,
11078,21329,2,1,,2141,0,4,,,false,
11081,21329,2,3,,2144,0,4,,,false,
11084,21329,2,2,,2147,0,4,,,false,
11123,21338,9,2,,,0,4,0,,false,
11126,21338,31,,,,0,4,2,,false,
11129,21338,41,,,2087,0,4,0.75,,false,
11132,21338,2,1,,2168,0,4,,,false,
11135,21338,2,3,,2171,0,4,,,false,
11138,21338,2,2,,2174,0,4,,,false,
11141,21341,9,1,,,0,4,0,,false,
11144,21341,31,,,,0,4,6,,false,
11147,21341,41,,,2090,0,4,0.5,,false,
11150,21341,2,1,,2177,0,4,,,false,
11153,21341,2,3,,2180,0,4,,,false,
11156,21341,2,2,,2183,0,4,,,false,
11159,21344,9,2,,,0,4,0,,false,
11162,21344,31,,,,0,4,4,,false,
11165,21344,41,,,2093,0,4,0.75,,false,
11168,21344,2,1,,2186,0,4,,,false,
11171,21344,2,3,,2189,0,4,,,false,
11174,21344,2,2,,2192,0,4,,,false,
11177,21347,9,3,,,0,4,0,,false,
11180,21347,31,,,,0,4,2,,false,
11183,21347,41,,,2096,0,4,1,,false,
11186,21347,2,1,,2195,0,4,,,false,
11189,21347,2,3,,2198,0,4,,,false,
11192,21347,2,2,,2201,0,4,,,false,
11195,21350,9,2,,,0,4,0,,false,
11198,21350,31,,,,0,4,4,,false,
11201,21350,41,,,2099,0,4,0.75,,false,
11204,21350,2,1,,2204,0,4,,,false,
11207,21350,2,3,,2207,0,4,,,false,
11210,21350,2,2,,2210,0,4,,,false,
11213,21353,9,2,,,0,4,0,,false,
11216,21353,31,,,,0,4,6,,false,
11219,21353,41,,,2102,0,4,1,,false,
11222,21353,2,1,,2213,0,4,,,false,
11225,21353,2,3,,2216,0,4,,,false,
11228,21353,2,2,,2219,0,4,,,false,
11231,21356,9,1,,,0,4,0,,false,
11234,21356,31,,,,0,4,8,,false,
11237,21356,41,,,2105,0,4,0.75,,false,
11240,21356,2,1,,2222,0,4,,,false,
11243,21356,2,3,,2225,0,4,,,false,
11246,21356,2,2,,2228,0,4,,,false,
11249,21359,31,,,,0,4,2,,false,
11252,21359,41,,,2108,0,4,0.5,,false,
11255,21359,2,1,,2231,0,4,,,false,
11258,21359,2,3,,2234,0,4,,,false,
11261,21359,2,2,,2237,0,4,,,false,
11264,21362,42,5,,,0,4,0,,false,
11267,21362,8,,,,0,4,40,,false,
11270,21362,44,24,,,0,4,0,,false,
11273,21362,45,,,,0,4,1,,false,
11276,21365,42,5,,,0,4,0,,false,
11279,21365,8,,,,0,4,20,,false,
11282,21365,44,21,,,0,4,0,,false,
11285,21368,42,5,,,0,4,0,,false,
11288,21368,8,,,,0,4,30,,false,
11291,21368,44,27,,,0,4,0,,false,
11294,21371,42,4,,,0,4,0,,false,
11297,21371,8,,,,0,4,20,,false,
11300,21371,44,18,,,0,4,0,,false,
11303,21374,42,5,,,0,4,0,,false,
11306,21374,8,,,,0,4,30,,false,
11309,21374,44,-1,,,0,4,0,,false,
11312,21377,42,5,,,0,4,0,,false,
11315,21377,8,,,,0,4,30,,false,
11318,21377,44,17,,,0,4,0,,false,
11321,21380,42,4,,,0,4,0,,false,
11324,21380,8,,,,0,4,20,,false,
11327,21380,44,25,,,0,4,0,,false,
11330,21383,42,5,,,0,4,0,,false,
11333,21383,8,,,,0,4,30,,false,
11336,21383,44,25,,,0,4,0,,false,
11339,21383,45,,,,0,4,1,,false,
11342,21386,15,5,,,1,3,0,,true,
11345,21386,15,8,,,1,3,0,,true,
11348,21389,14,10,,,1,3,0,,true,
11351,21389,14,11,,,1,3,0,,true,
11354,21389,14,12,,,1,3,0,,true,
11357,21389,14,17,,,1,3,0,,true,
11360,21389,14,19,,,1,3,0,,true,
11363,21389,14,20,,,1,3,0,,true,
11366,21392,0,3,,,1,0,2,,true,
11369,21392,0,6,,,1,0,-2,,true,
11372,21395,4,,,,0,0,1,12,true,
11375,21401,1,1,,,0,0,2,12,true,
11378,21404,1,6,,,0,0,2,12,true,
11381,21407,3,,,,0,0,4,0,true,
11384,21410,2,-1,2,,0,0,,12,true,
11387,21413,2,-1,2,,0,0,,12,true,
11390,21419,1,35,,,0,0,2,12,true,
11393,21422,16,213,,,1,3,0,,true,
11396,21422,16,192,,,1,3,0,,true,
11399,21425,42,5,,,0,4,0,,false,
11402,21425,8,,,,0,4,20,,false,
11405,21425,44,21,,,0,4,0,,false,
11588,21521,8,,,,0,4,10,,true,
11591,21533,2,2,4,,0,0,4,,true,
11594,21539,0,1,,2294,1,0,,,true,
11597,21539,0,3,,2297,1,0,,,true,
11600,21539,2,2,,2300,1,0,,3,true,
11603,21539,3,,,2303,1,0,,6,true,
11606,21539,10,1,,2306,0,1,1,,true,
11609,21548,6,0,,2309,0,0,1,,true,
11612,21551,2,3,1,2312,1,0,0,,true,
11615,21551,3,,,2315,1,0,1,0,true,
12473,22016,11,,,2441,0,1,1,,true,
12476,22019,1,49,,2444,0,0,0,,true,
12479,22022,10,1,,2447,0,1,1,,true,
12482,22025,2,2,1,2450,1,0,0,3,true,
12485,22025,4,,,2453,1,0,1,3,true,
12488,22025,5,,,2456,1,0,1,3,true,
12491,22028,2,-1,4,,1,0,0,3,true,
12494,22028,3,,,,1,0,4,0,true,
12497,22028,11,,,2459,0,1,1,,true,
12575,22043,36,1,-1,,1,3,0,,true,
12578,22043,36,2,105,,1,3,0,,true,
12581,22043,36,2,111,,1,3,0,,true,
12584,22043,36,3,195,,1,3,0,,true,
12587,22043,36,2,84,,1,3,0,,true,
12590,22043,36,2,171,,1,3,0,,true,
12593,22043,36,2,96,,1,3,0,,true,
12596,22043,36,4,-1,,1,3,0,,true,
12599,22043,36,7,-1,,1,3,0,,true,
12602,22046,1,-1,,,0,0,2,4,true,
12605,22049,9,3,,,1,1,2,,true,
12608,22049,4,,,,1,0,2,4,true,
12611,22049,2,1,1,,1,0,0,4,true,
12614,22049,11,,,2462,0,1,1,,true,
12617,22055,38,6663,,,0,4,,,true,
12620,22055,39,6,,,0,4,,,true,
12623,22055,40,2,,,0,4,,,true,
12626,22058,38,6666,,,0,4,,,true,
12629,22061,38,6669,,,0,4,,,true,
12632,22064,38,6672,,,0,4,,,true,
12635,22067,38,6675,,,0,4,,,true,
12638,22070,38,6678,,,0,4,,,true,
12641,22073,38,6681,,,0,4,,,true,
12644,22076,38,6684,,,0,4,,,true,
12647,22079,38,6687,,,0,4,,,true,
12650,22082,38,6690,,,0,4,,,true,
12653,22085,38,6693,,,0,4,,,true,
12656,22088,38,6696,,,0,4,,,true,
12659,22091,38,6699,,,0,4,,,true,
12662,22094,38,6702,,,0,4,,,true,
12665,22097,38,6705,,,0,4,,,true,
12668,22100,38,6708,,,0,4,,,true,
12671,22103,38,6711,,,0,4,,,true,
12674,22106,38,6714,,,0,4,,,true,
12677,22109,38,6717,,,0,4,,,true,
12680,22112,38,6720,,,0,4,,,true,
12701,22118,38,,,,0,4,9641,,true,
12704,22121,38,,,,0,4,9644,,true,
12707,22124,38,,,,0,4,9647,,true,
12710,22127,38,,,,0,4,9650,,true,
12713,22130,38,,,,0,4,9653,,true,
12716,22133,38,,,,0,4,9656,,true,
12719,22136,38,,,,0,4,9659,,true,
12722,22139,38,,,,0,4,9662,,true,
12725,22142,38,,,,0,4,9665,,true,
12728,22145,38,,,,0,4,9668,,true,
12731,22148,38,,,,0,4,9671,,true,
12734,22151,38,,,,0,4,9674,,true,
12737,22154,38,,,,0,4,9677,,true,
12740,22157,38,,,,0,4,9680,,true,
12743,22160,38,,,,0,4,9683,,true,
12746,22163,38,,,,0,4,9686,,true,
12749,22166,38,,,,0,4,9689,,true,
12752,22169,38,,,,0,4,9692,,true,
12755,22172,38,,,,0,4,9695,,true,
12758,22175,38,,,,0,4,9698,,true,
12761,22178,38,,,,0,4,9701,,true,
12764,22181,38,,,,0,4,9704,,true,
12767,22184,38,,,,0,4,9707,,true,
12770,22187,38,,,,0,4,9710,,true,
12773,22190,38,,,,0,4,9713,,true,
12776,22193,38,,,,0,4,9716,,true,
12779,22196,38,,,,0,4,9719,,true,
12782,22199,38,,,,0,4,9722,,true,
12785,22202,38,,,,0,4,9725,,true,
12788,22205,38,,,,0,4,9728,,true,
12791,22208,38,,,,0,4,9731,,true,
12794,22211,38,,,,0,4,9734,,true,
12797,22214,38,,,,0,4,9737,,true,
12800,22217,38,,,,0,4,9740,,true,
12803,22220,38,,,,0,4,9743,,true,
12806,22223,38,,,,0,4,9746,,true,
12809,22226,38,,,,0,4,9749,,true,
12812,22229,38,,,,0,4,9752,,true,
12815,22232,38,,,,0,4,9755,,true,
12818,22235,38,,,,0,4,9758,,true,
12821,22238,38,,,,0,4,9761,,true,
12824,22241,38,,,,0,4,9764,,true,
12827,22244,38,,,,0,4,9767,,true,
12830,22247,38,,,,0,4,9770,,true,
12833,22250,38,,,,0,4,9773,,true,
12836,22253,38,,,,0,4,9776,,true,
12839,22256,38,,,,0,4,9779,,true,
12842,22259,38,,,,0,4,9782,,true,
12845,22262,38,,,,0,4,9785,,true,
12848,22265,38,,,,0,4,9788,,true,
12851,22268,38,,,,0,4,9791,,true,
12854,22271,38,,,,0,4,9794,,true,
12857,22274,38,,,,0,4,9797,,true,
12860,22277,38,,,,0,4,9800,,true,
12863,22280,38,,,,0,4,9803,,true,
12866,22283,38,,,,0,4,9806,,true,
12869,22286,38,,,,0,4,9809,,true,
12872,22289,38,,,,0,4,9812,,true,
12875,22292,38,,,,0,4,9815,,true,
12878,22295,38,,,,0,4,9818,,true,
12881,22298,38,,,,0,4,9821,,true,
12884,22301,38,,,,0,4,9824,,true,
12887,22304,38,,,,0,4,9827,,true,
12890,22307,38,,,,0,4,9830,,true,
12893,22310,38,,,,0,4,9833,,true,
12896,22313,38,,,,0,4,9836,,true,
12899,22316,38,,,,0,4,9839,,true,
12902,22319,38,,,,0,4,9842,,true,
12905,22322,38,,,,0,4,9845,,true,
12908,22325,38,,,,0,4,9848,,true,
12911,22328,38,,,,0,4,9851,,true,
12914,22331,38,,,,0,4,9854,,true,
12917,22334,38,,,,0,4,9857,,true,
12920,22337,38,,,,0,4,9860,,true,
12923,22340,38,,,,0,4,9863,,true,
12926,22343,38,,,,0,4,9866,,true,
12929,22346,38,,,,0,4,9869,,true,
12932,22349,38,,,,0,4,9872,,true,
12935,22352,38,,,,0,4,9875,,true,
12938,22355,38,,,,0,4,9878,,true,
12941,22358,38,,,,0,4,9881,,true,
12944,22361,38,,,,0,4,9884,,true,
12947,22364,38,,,,0,4,9887,,true,
12950,22367,38,,,,0,4,9890,,true,
12953,22370,38,,,,0,4,9893,,true,
12956,22373,38,,,,0,4,9896,,true,
12959,22376,38,,,,0,4,9899,,true,
12962,22379,38,,,,0,4,9902,,true,
12965,22382,38,,,,0,4,9905,,true,
12968,22385,38,,,,0,4,9908,,true,
12971,22388,38,,,,0,4,9911,,true,
12974,22391,38,,,,0,4,9914,,true,
12977,22394,38,,,,0,4,9917,,true,
12980,22397,38,,,,0,4,9920,,true,
12983,22400,38,,,,0,4,9923,,true,
12986,22403,38,,,,0,4,9926,,true,
12989,22406,38,,,,0,4,9929,,true,
12992,22409,38,,,,0,4,9932,,true,
12995,22412,38,,,,0,4,9935,,true,
12998,22415,38,,,,0,4,9938,,true,
13001,22418,38,,,,0,4,9941,,true,
13004,22421,38,,,,0,4,9944,,true,
13007,22424,38,,,,0,4,9947,,true,
13010,22427,38,,,,0,4,9950,,true,
13013,22430,38,,,,0,4,9953,,true,
13016,22433,38,,,,0,4,9956,,true,
13019,22436,38,,,,0,4,9959,,true,
13022,22439,38,,,,0,4,9962,,true,
13025,22442,38,,,,0,4,9965,,true,
13028,22445,38,,,,0,4,9968,,true,
13031,22448,38,,,,0,4,9971,,true,
13034,22451,38,,,,0,4,9974,,true,
13037,22454,38,,,,0,4,9977,,true,
13040,22457,38,,,,0,4,9980,,true,
13043,22460,38,,,,0,4,9983,,true,
13046,22463,38,,,,0,4,9986,,true,
13049,22466,38,,,,0,4,9989,,true,
13052,22469,38,,,,0,4,9992,,true,
13055,22472,38,,,,0,4,9995,,true,
13058,22475,38,,,,0,4,9998,,true,
13061,22478,38,,,,0,4,10001,,true,
13064,22481,38,,,,0,4,10004,,true,
13067,22484,38,,,,0,4,10007,,true,
13070,22487,38,,,,0,4,10010,,true,
13073,22490,38,,,,0,4,10013,,true,
13076,22493,38,,,,0,4,10016,,true,
13079,22496,38,,,,0,4,10019,,true,
13082,22499,38,,,,0,4,10022,,true,
13085,22502,38,,,,0,4,10025,,true,
13088,22505,38,,,,0,4,10028,,true,
13091,22508,38,,,,0,4,10031,,true,
13094,22511,38,,,,0,4,10034,,true,
13097,22514,38,,,,0,4,10037,,true,
13100,22517,38,,,,0,4,10040,,true,
13103,22520,38,,,,0,4,10043,,true,
13106,22523,38,,,,0,4,10046,,true,
13109,22526,38,,,,0,4,10049,,true,
13112,22529,38,,,,0,4,10052,,true,
13115,22532,38,,,,0,4,10055,,true,
13118,22535,38,,,,0,4,10058,,true,
13121,22538,38,,,,0,4,10061,,true,
13124,22541,38,,,,0,4,10064,,true,
13127,22544,38,,,,0,4,10067,,true,
13130,22547,38,,,,0,4,10070,,true,
13133,22550,38,,,,0,4,10073,,true,
13136,22553,38,,,,0,4,10076,,true,
13139,22556,38,,,,0,4,10079,,true,
13142,22559,38,,,,0,4,10082,,true,
13145,22562,38,,,,0,4,10085,,true,
13148,22565,38,,,,0,4,10088,,true,
13151,22568,38,,,,0,4,10091,,true,
13154,22571,38,,,,0,4,10094,,true,
13157,22574,38,,,,0,4,10097,,true,
13160,22577,38,,,,0,4,10100,,true,
13163,22580,38,,,,0,4,10103,,true,
13166,22583,38,,,,0,4,10106,,true,
13169,22586,38,,,,0,4,10109,,true,
13172,22589,38,,,,0,4,10112,,true,
13175,22592,38,,,,0,4,10115,,true,
13178,22595,38,,,,0,4,10118,,true,
13181,22598,38,,,,0,4,10121,,true,
13184,22601,38,,,,0,4,10124,,true,
13187,22604,38,,,,0,4,10127,,true,
13190,22607,38,,,,0,4,10130,,true,
13193,22610,38,,,,0,4,10133,,true,
13196,22613,38,,,,0,4,10136,,true,
13199,22616,38,,,,0,4,10139,,true,
13202,22619,38,,,,0,4,10142,,true,
13205,22622,38,,,,0,4,10145,,true,
13208,22625,38,,,,0,4,10148,,true,
13211,22628,38,,,,0,4,10151,,true,
13214,22631,38,,,,0,4,10154,,true,
13217,22634,38,,,,0,4,10157,,true,
13220,22637,38,,,,0,4,10160,,true,
13223,22640,38,,,,0,4,10163,,true,
13226,22643,38,,,,0,4,10166,,true,
13229,22646,38,,,,0,4,10169,,true,
13232,22649,38,,,,0,4,10172,,true,
13235,22652,38,,,,0,4,10175,,true,
13238,22655,38,,,,0,4,10178,,true,
13241,22658,38,,,,0,3,10181,,true,
13244,22661,38,,,,0,3,10184,,true,
13247,22664,38,,,,0,3,10187,,true,
13250,22667,38,,,,0,3,10190,,true,
13253,22670,38,,,,0,3,10193,,true,
13256,22673,38,,,,0,3,10196,,true,
13259,22676,38,,,,0,3,10199,,true,
13262,22679,38,,,,0,3,10202,,true,
13265,22682,38,,,,0,3,10205,,true,
13268,22685,38,,,,0,3,10208,,true,
13271,22688,38,,,,0,3,10211,,true,
13274,22691,38,,,,0,3,10214,,true,
13277,22694,38,,,,0,3,10217,,true,
13280,22697,38,,,,0,3,10220,,true,
13283,22700,38,,,,0,3,10223,,true,
13286,22703,38,,,,0,3,10226,,true,
13289,22706,38,,,,0,3,10229,,true,
13292,22709,38,,,,0,3,10232,,true,
13295,22712,38,,,,0,3,10235,,true,
13298,22715,38,,,,0,3,10238,,true,
13301,22727,1,4,,,1,4,0,,true,
13304,22727,1,14,,,1,4,0,,true,
13307,22727,1,17,,,1,4,0,,true,
13310,22727,1,18,,,1,4,0,,true,
13313,22727,1,34,,,1,4,0,,true,
13316,22727,1,42,,,1,4,0,,true,
13319,22727,1,6,-1,,1,4,0,,true,
13322,22730,1,2,,,1,4,0,,true,
13325,22730,1,4,,,1,4,0,,true,
13328,22730,1,5,,,1,4,0,,true,
13331,22730,1,8,,,1,4,0,,true,
13334,22730,1,11,,,1,4,0,,true,
13337,22730,1,16,,,1,4,0,,true,
13340,22730,1,18,,,1,4,0,,true,
13343,22730,1,29,,,1,4,0,,true,
13346,22730,1,30,,,1,4,0,,true,
13349,22730,1,32,,,1,4,0,,true,
13352,22730,1,33,,,1,4,0,,true,
13355,22730,1,36,,,1,4,0,,true,
13358,22730,1,40,,,1,4,0,,true,
13361,22730,1,42,,,1,4,0,,true,
13364,22730,1,43,,,1,4,0,,true,
13367,22730,1,6,-1,,1,4,0,,true,
13370,22730,1,19,1,,1,4,0,,true,
13373,22730,1,19,9,,1,4,0,,true,
13376,22733,1,1,,,1,4,0,,true,
13379,22733,1,2,,,1,4,0,,true,
13382,22733,1,3,,,1,4,0,,true,
13385,22733,1,4,,,1,4,0,,true,
13388,22733,1,7,,,1,4,0,,true,
13391,22733,1,8,,,1,4,0,,true,
13394,22733,1,9,,,1,4,0,,true,
13397,22733,1,10,,,1,4,0,,true,
13400,22733,1,11,,,1,4,0,,true,
13403,22733,1,12,,,1,4,0,,true,
13406,22733,1,13,,,1,4,0,,true,
13409,22733,1,16,,,1,4,0,,true,
13412,22733,1,17,,,1,4,0,,true,
13415,22733,1,18,,,1,4,0,,true,
13418,22733,1,29,,,1,4,0,,true,
13421,22733,1,30,,,1,4,0,,true,
13424,22733,1,31,,,1,4,0,,true,
13427,22733,1,32,,,1,4,0,,true,
13430,22733,1,33,,,1,4,0,,true,
13433,22733,1,35,,,1,4,0,,true,
13436,22733,1,36,,,1,4,0,,true,
13439,22733,1,37,,,1,4,0,,true,
13442,22733,1,40,,,1,4,0,,true,
13445,22733,1,42,,,1,4,0,,true,
13448,22733,1,43,,,1,4,0,,true,
13451,22733,1,44,,,1,4,0,,true,
13454,22733,1,45,,,1,4,0,,true,
13457,22733,1,6,-1,,1,4,0,,true,
13460,22733,1,19,6,,1,4,0,,true,
13463,22736,1,3,,,1,4,0,,true,
13466,22736,1,5,,,1,4,0,,true,
13469,22736,1,33,,,1,4,0,,true,
13472,22736,1,39,,,1,4,0,,true,
13475,22736,1,6,-1,,1,4,0,,true,
13478,22736,1,19,1,,1,4,0,,true,
13481,22739,1,5,,,1,4,0,,true,
13484,22739,1,8,,,1,4,0,,true,
13487,22739,1,15,,,1,4,0,,true,
13490,22739,1,33,,,1,4,0,,true,
13493,22739,1,39,,,1,4,0,,true,
13496,22739,1,6,-1,,1,4,0,,true,
13499,22739,1,19,1,,1,4,0,,true,
13502,22739,1,19,5,,1,4,0,,true,
13505,22739,1,19,9,,1,4,0,,true,
13508,22739,1,19,10,,1,4,0,,true,
13511,22742,1,5,,,1,4,0,,true,
13514,22742,1,8,,,1,4,0,,true,
13517,22742,1,14,,,1,4,0,,true,
13520,22742,1,15,,,1,4,0,,true,
13523,22742,1,29,,,1,4,0,,true,
13526,22742,1,33,,,1,4,0,,true,
13529,22742,1,34,,,1,4,0,,true,
13532,22742,1,39,,,1,4,0,,true,
13535,22742,1,40,,,1,4,0,,true,
13538,22742,1,41,,,1,4,0,,true,
13541,22742,1,42,,,1,4,0,,true,
13544,22742,1,6,-1,,1,4,0,,true,
13547,22742,1,19,7,,1,4,0,,true,
13550,22745,1,5,,,1,4,0,,true,
13553,22745,1,8,,,1,4,0,,true,
13556,22745,1,14,,,1,4,0,,true,
13559,22745,1,15,,,1,4,0,,true,
